research_question,prompt,sqp,news,rouge_l,semantic_similarity,bigram_overlap,unigram_overlap,question_similarity,system_fingerprint,random_seed,temperature
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,False,True,0.13956,0.61066,0.19708,0.46259,0.0,fp_50cad350e4,1998791,1.1
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,True,False,0.13365,0.6148,0.16312,0.44371,0.0,fp_50cad350e4,1998791,1.1
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,True,True,0.13224,0.60834,0.12418,0.44785,0.0,fp_50cad350e4,1998791,1.1
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt.txt,False,False,0.15022,0.63894,0.21053,0.49383,0.1,fp_50cad350e4,1998791,1.1
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt.txt,False,True,0.12338,0.57644,0.09868,0.41975,0.0,fp_50cad350e4,1998791,1.1
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt.txt,True,False,0.14881,0.61624,0.18421,0.46,0.1,fp_50cad350e4,1998791,1.1
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt.txt,True,True,0.12172,0.55158,0.11696,0.39779,0.0,fp_50cad350e4,1998791,1.1
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,False,False,0.12598,0.62648,0.13333,0.46897,0.1,fp_50cad350e4,1998791,1.2
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,False,True,0.13873,0.60504,0.16296,0.42759,0.0,fp_50cad350e4,1998791,1.2
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,True,False,0.14989,0.61939,0.16352,0.4497,0.0,fp_50cad350e4,1998791,1.2
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,True,True,0.12367,0.58574,0.13235,0.46575,0.0,fp_50cad350e4,1998791,1.2
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt.txt,False,False,0.13575,0.6089,0.15108,0.41611,0.0,fp_50cad350e4,1998791,1.2
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt.txt,False,True,0.12537,0.58092,0.12081,0.43396,0.0,fp_50cad350e4,1998791,1.2
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt.txt,True,False,0.12552,0.6047,0.18497,0.46448,0.0,fp_50cad350e4,1998791,1.2
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt.txt,True,True,0.14148,0.57301,0.12291,0.40741,0.0,fp_50cad350e4,1998791,1.2
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,False,False,0.14295,0.63649,0.27737,0.54422,0.1,fp_50cad350e4,83660131,0.8
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,False,True,0.14062,0.553,0.12081,0.37736,0.0,fp_50cad350e4,83660131,0.8
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,True,False,0.15764,0.63388,0.26974,0.53086,0.1,fp_50cad350e4,83660131,0.8
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,True,True,0.14317,0.57213,0.14198,0.43023,0.0,fp_50cad350e4,83660131,0.8
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt.txt,False,False,0.15046,0.6179,0.12422,0.44444,0.0,fp_50cad350e4,83660131,0.8
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt.txt,False,True,0.13047,0.54811,0.13095,0.4382,0.0,fp_50cad350e4,83660131,0.8
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt.txt,True,False,0.16734,0.61823,0.16374,0.47514,0.1,fp_50cad350e4,83660131,0.8
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt.txt,True,True,0.13519,0.58075,0.11702,0.43434,0.0,fp_50cad350e4,83660131,0.8
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,False,False,0.13784,0.6144,0.14634,0.46617,0.0,fp_50cad350e4,83660131,0.9
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,False,True,0.15537,0.61482,0.26712,0.48077,0.1,fp_50cad350e4,83660131,0.9
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,True,False,0.15961,0.64272,0.25,0.47333,0.1,fp_50cad350e4,83660131,0.9
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,True,True,0.1316,0.57756,0.13103,0.41935,0.0,fp_50cad350e4,83660131,0.9
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt.txt,False,False,0.13961,0.62022,0.19444,0.5,0.0,fp_50cad350e4,83660131,0.9
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt.txt,False,True,0.14969,0.62723,0.21212,0.49714,0.0,fp_50cad350e4,83660131,0.9
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt.txt,True,False,0.16433,0.6304,0.17391,0.47938,0.1,fp_50cad350e4,83660131,0.9
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt.txt,True,True,0.15832,0.61488,0.13889,0.42105,0.0,fp_50cad350e4,83660131,0.9
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,False,False,0.14762,0.6314,0.16429,0.45333,0.0,fp_50cad350e4,83660131,1.0
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,False,True,0.12802,0.55304,0.21324,0.44521,0.1,fp_50cad350e4,83660131,1.0
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,True,False,0.14619,0.61565,0.16892,0.46835,0.1,fp_50cad350e4,83660131,1.0
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,True,True,0.13197,0.58875,0.14286,0.42073,0.0,fp_50cad350e4,83660131,1.0
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt.txt,False,False,0.13539,0.61001,0.21374,0.47518,0.0,fp_50cad350e4,83660131,1.0
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt.txt,False,True,0.13564,0.58483,0.14881,0.41011,0.0,fp_50cad350e4,83660131,1.0
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt.txt,True,False,0.16135,0.61574,0.17582,0.47396,0.1,fp_50cad350e4,83660131,1.0
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt.txt,True,True,0.14414,0.60444,0.12022,0.45596,0.0,fp_50cad350e4,83660131,1.0
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,False,False,0.13491,0.62362,0.18898,0.45985,0.0,fp_50cad350e4,83660131,1.1
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,False,True,0.12706,0.55257,0.23404,0.43709,0.1,fp_50cad350e4,83660131,1.1
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,True,False,0.14425,0.60794,0.19737,0.43827,0.1,fp_50cad350e4,83660131,1.1
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,True,True,0.13362,0.58533,0.12258,0.41818,0.0,fp_50cad350e4,83660131,1.1
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt.txt,False,False,0.13064,0.61391,0.27273,0.51829,0.1,fp_50cad350e4,83660131,1.1
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt.txt,False,True,0.13429,0.54821,0.13529,0.41111,0.0,fp_50cad350e4,83660131,1.1
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt.txt,True,False,0.14026,0.61496,0.17241,0.44565,0.0,fp_50cad350e4,83660131,1.1
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt.txt,True,True,0.14132,0.60406,0.11176,0.42778,0.0,fp_50cad350e4,83660131,1.1
"
    How do EU citizens perceive the effectiveness of the EU's environmental policies in combating climate change?
    Target Demographics: European Union citizens aged 18 and above, especially those in countries highly affected by climate-related changes.
    Topics in Survey:

        Awareness of specific EU environmental policies (e.g., the European Green Deal)
        Perceived effectiveness of these policies on national and global levels
        Personal importance placed on climate change as a political issue
        Trust in the EU’s commitment to environmental goals versus individual member states
        Willingness to support future policy changes or regulations aimed at reducing carbon footprint
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,False,False,0.13059,0.63153,0.15172,0.43226,0.0,fp_50cad350e4,83660131,1.2
